URL,Sprache,Region,Seitentyp,Service,Suchintention,Status,Indexierung,Canonical,Hreflang,Klicks,Impressionen,CTR,Position,Leads,Entscheidung
https://www.floxant.de/regensburg/reinigung-nach-umzug,de,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/regensburg/reinigung-nach-umzug,de-DE:https://www.floxant.de/regensburg/reinigung-nach-umzug | en:https://www.floxant.de/en/regensburg/cleaning-after-moving | x-default:https://www.floxant.de/regensburg/reinigung-nach-umzug,0,2,0%,2.5,nicht verfügbar,stärken
https://www.floxant.de/regensburg/angebot-vergleichen,de,Regensburg,Service-/Informationsseite,Angebotsprüfung,commercial/transactional,200,index,https://www.floxant.de/regensburg/angebot-vergleichen,de-DE:https://www.floxant.de/regensburg/angebot-vergleichen | en:https://www.floxant.de/en/regensburg/cleaning-quote-review | x-default:https://www.floxant.de/regensburg/angebot-vergleichen,0,2,0%,15.5,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/cleaning,de-DE:https://www.floxant.de/regensburg/reinigung | en:https://www.floxant.de/en/regensburg/cleaning | x-default:https://www.floxant.de/regensburg/reinigung,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/office-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/office-cleaning,de-DE:https://www.floxant.de/regensburg/bueroreinigung | en:https://www.floxant.de/en/regensburg/office-cleaning | x-default:https://www.floxant.de/regensburg/bueroreinigung,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/apartment-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/apartment-cleaning,en:https://www.floxant.de/en/regensburg/apartment-cleaning | x-default:https://www.floxant.de/en/regensburg/apartment-cleaning,0,8,0%,14.25,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/deep-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/deep-cleaning,de-DE:https://www.floxant.de/grundreinigung-regensburg | en:https://www.floxant.de/en/regensburg/deep-cleaning | x-default:https://www.floxant.de/grundreinigung-regensburg,0,2,0%,3.5,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/move-out-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/move-out-cleaning,en:https://www.floxant.de/en/regensburg/move-out-cleaning | x-default:https://www.floxant.de/en/regensburg/move-out-cleaning,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/stairwell-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/stairwell-cleaning,de-DE:https://www.floxant.de/treppenhausreinigung-regensburg | en:https://www.floxant.de/en/regensburg/stairwell-cleaning | x-default:https://www.floxant.de/treppenhausreinigung-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/cleaning-quote-review,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/cleaning-quote-review,de-DE:https://www.floxant.de/regensburg/angebot-vergleichen | en:https://www.floxant.de/en/regensburg/cleaning-quote-review | x-default:https://www.floxant.de/regensburg/angebot-vergleichen,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/moving,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/moving,de-DE:https://www.floxant.de/regensburg/umzug | en:https://www.floxant.de/en/regensburg/moving | x-default:https://www.floxant.de/regensburg/umzug,0,1,0%,4,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/moving-costs,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/moving-costs,de-DE:https://www.floxant.de/regensburg/umzug-kosten | en:https://www.floxant.de/en/regensburg/moving-costs | x-default:https://www.floxant.de/regensburg/umzug-kosten,0,3,0%,3.33,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/house-clearance,en,Regensburg,Service-/Informationsseite,Räumung/Auflösung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/house-clearance,de-DE:https://www.floxant.de/regensburg/wohnungsaufloesung | en:https://www.floxant.de/en/regensburg/house-clearance | x-default:https://www.floxant.de/regensburg/wohnungsaufloesung,0,6,0%,27.17,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/cleaning-after-moving,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/cleaning-after-moving,de-DE:https://www.floxant.de/regensburg/reinigung-nach-umzug | en:https://www.floxant.de/en/regensburg/cleaning-after-moving | x-default:https://www.floxant.de/regensburg/reinigung-nach-umzug,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/apartment-clearance,en,Regensburg,Service-/Informationsseite,Räumung/Auflösung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/apartment-clearance,de-DE:https://www.floxant.de/regensburg/entruempelung | en:https://www.floxant.de/en/regensburg/apartment-clearance | x-default:https://www.floxant.de/regensburg/entruempelung,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/transport-service,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/transport-service,de-DE:https://www.floxant.de/kleintransport-regensburg | en:https://www.floxant.de/en/regensburg/transport-service | x-default:https://www.floxant.de/kleintransport-regensburg,0,1,0%,10,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/furniture-transport,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/furniture-transport,en:https://www.floxant.de/en/regensburg/furniture-transport | x-default:https://www.floxant.de/en/regensburg/furniture-transport,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/moving-quote-review,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/moving-quote-review,de-DE:https://www.floxant.de/angebot-vergleichen-regensburg | en:https://www.floxant.de/en/regensburg/moving-quote-review | x-default:https://www.floxant.de/angebot-vergleichen-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/regensburg/piano-transport,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/piano-transport,de-DE:https://www.floxant.de/klaviertransport-regensburg | en:https://www.floxant.de/en/regensburg/piano-transport | x-default:https://www.floxant.de/klaviertransport-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/regensburg/moving-help,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/moving-help,en:https://www.floxant.de/en/regensburg/moving-help | x-default:https://www.floxant.de/en/regensburg/moving-help,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/regensburg/furniture-assembly,en,Regensburg,Service-/Informationsseite,übergreifend,navigational/informational,200,index,https://www.floxant.de/en/regensburg/furniture-assembly,en:https://www.floxant.de/en/regensburg/furniture-assembly | x-default:https://www.floxant.de/en/regensburg/furniture-assembly,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/regensburg/commercial-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/commercial-cleaning,de-DE:https://www.floxant.de/regensburg/gewerbereinigung | en:https://www.floxant.de/en/regensburg/commercial-cleaning | x-default:https://www.floxant.de/regensburg/gewerbereinigung,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/regensburg/practice-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/practice-cleaning,de-DE:https://www.floxant.de/praxisreinigung-regensburg | en:https://www.floxant.de/en/regensburg/practice-cleaning | x-default:https://www.floxant.de/praxisreinigung-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/regensburg/window-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/window-cleaning,de-DE:https://www.floxant.de/fensterreinigung-regensburg | en:https://www.floxant.de/en/regensburg/window-cleaning | x-default:https://www.floxant.de/fensterreinigung-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/regensburg/post-construction-cleaning,en,Regensburg,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/post-construction-cleaning,de-DE:https://www.floxant.de/baureinigung-regensburg | en:https://www.floxant.de/en/regensburg/post-construction-cleaning | x-default:https://www.floxant.de/baureinigung-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/regensburg/senior-moving,en,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/en/regensburg/senior-moving,de-DE:https://www.floxant.de/regensburg/seniorenumzug | en:https://www.floxant.de/en/regensburg/senior-moving | x-default:https://www.floxant.de/regensburg/seniorenumzug,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/duesseldorf/cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/cleaning,de-DE:https://www.floxant.de/duesseldorf/reinigung | en:https://www.floxant.de/en/duesseldorf/cleaning | x-default:https://www.floxant.de/duesseldorf/reinigung,0,10,0%,9.7,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/duesseldorf/office-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/office-cleaning,de-DE:https://www.floxant.de/duesseldorf/bueroreinigung | en:https://www.floxant.de/en/duesseldorf/office-cleaning | x-default:https://www.floxant.de/duesseldorf/bueroreinigung,0,4,0%,4.75,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/duesseldorf/commercial-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/commercial-cleaning,de-DE:https://www.floxant.de/duesseldorf/gewerbereinigung | en:https://www.floxant.de/en/duesseldorf/commercial-cleaning | x-default:https://www.floxant.de/duesseldorf/gewerbereinigung,0,8,0%,8.5,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/duesseldorf/practice-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/practice-cleaning,de-DE:https://www.floxant.de/duesseldorf/praxisreinigung | en:https://www.floxant.de/en/duesseldorf/practice-cleaning | x-default:https://www.floxant.de/duesseldorf/praxisreinigung,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/duesseldorf/window-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/window-cleaning,de-DE:https://www.floxant.de/duesseldorf/fensterreinigung | en:https://www.floxant.de/en/duesseldorf/window-cleaning | x-default:https://www.floxant.de/duesseldorf/fensterreinigung,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/duesseldorf/cleaning-quote-review,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/cleaning-quote-review,de-DE:https://www.floxant.de/angebot-vergleichen-duesseldorf | en:https://www.floxant.de/en/duesseldorf/cleaning-quote-review | x-default:https://www.floxant.de/angebot-vergleichen-duesseldorf,0,1,0%,6,nicht verfügbar,unverändert behalten
https://www.floxant.de/en/duesseldorf/deep-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/deep-cleaning,de-DE:https://www.floxant.de/duesseldorf/grundreinigung | en:https://www.floxant.de/en/duesseldorf/deep-cleaning | x-default:https://www.floxant.de/duesseldorf/grundreinigung,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/duesseldorf/move-out-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/move-out-cleaning,en:https://www.floxant.de/en/duesseldorf/move-out-cleaning | x-default:https://www.floxant.de/en/duesseldorf/move-out-cleaning,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/duesseldorf/post-construction-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/post-construction-cleaning,de-DE:https://www.floxant.de/duesseldorf/baureinigung | en:https://www.floxant.de/en/duesseldorf/post-construction-cleaning | x-default:https://www.floxant.de/duesseldorf/baureinigung,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/duesseldorf/maintenance-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/maintenance-cleaning,de-DE:https://www.floxant.de/duesseldorf/unterhaltsreinigung | en:https://www.floxant.de/en/duesseldorf/maintenance-cleaning | x-default:https://www.floxant.de/duesseldorf/unterhaltsreinigung,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/en/duesseldorf/stairwell-cleaning,en,Düsseldorf,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/en/duesseldorf/stairwell-cleaning,de-DE:https://www.floxant.de/duesseldorf/treppenhausreinigung | en:https://www.floxant.de/en/duesseldorf/stairwell-cleaning | x-default:https://www.floxant.de/duesseldorf/treppenhausreinigung,0,0,0%,nicht verfügbar,nicht verfügbar,neu veröffentlicht
https://www.floxant.de/umzug-bayern,de,überregional,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/umzug-bayern,de-DE:https://www.floxant.de/umzug-bayern | x-default:https://www.floxant.de/umzug-bayern,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/umzug-landkreis-regensburg,de,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/umzug-landkreis-regensburg,de-DE:https://www.floxant.de/umzug-landkreis-regensburg | x-default:https://www.floxant.de/umzug-landkreis-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/bueroumzug-regensburg,de,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/bueroumzug-regensburg,de-DE:https://www.floxant.de/bueroumzug-regensburg | x-default:https://www.floxant.de/bueroumzug-regensburg,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-straubing,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-straubing,de-DE:https://www.floxant.de/reinigung-straubing | x-default:https://www.floxant.de/reinigung-straubing,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/bueroumzug-bayern,de,überregional,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/bueroumzug-bayern,de-DE:https://www.floxant.de/bueroumzug-bayern | x-default:https://www.floxant.de/bueroumzug-bayern,0,1,0%,26,nicht verfügbar,unverändert behalten
https://www.floxant.de/entruempelung-bayern,de,überregional,Service-/Informationsseite,Räumung/Auflösung,commercial/transactional,200,index,https://www.floxant.de/entruempelung-bayern,de-DE:https://www.floxant.de/entruempelung-bayern | x-default:https://www.floxant.de/entruempelung-bayern,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/entruempelung-kosten-regensburg,de,Regensburg,Service-/Informationsseite,Räumung/Auflösung,commercial/transactional,200,index,https://www.floxant.de/entruempelung-kosten-regensburg,de-DE:https://www.floxant.de/entruempelung-kosten-regensburg | x-default:https://www.floxant.de/entruempelung-kosten-regensburg,1,5,20%,3,nicht verfügbar,unverändert behalten
https://www.floxant.de/klaviertransport-regensburg,de,Regensburg,Service-/Informationsseite,Umzug/Transport,commercial/transactional,200,index,https://www.floxant.de/klaviertransport-regensburg,de-DE:https://www.floxant.de/klaviertransport-regensburg | en:https://www.floxant.de/en/regensburg/piano-transport | x-default:https://www.floxant.de/klaviertransport-regensburg,1,52,1.92%,7.81,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-abensberg,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-abensberg,de-DE:https://www.floxant.de/reinigung-abensberg | x-default:https://www.floxant.de/reinigung-abensberg,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-alteglofsheim,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-alteglofsheim,de-DE:https://www.floxant.de/reinigung-alteglofsheim | x-default:https://www.floxant.de/reinigung-alteglofsheim,0,13,0%,6.31,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-altenthann,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-altenthann,de-DE:https://www.floxant.de/reinigung-altenthann | x-default:https://www.floxant.de/reinigung-altenthann,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-aufhausen,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-aufhausen,de-DE:https://www.floxant.de/reinigung-aufhausen | x-default:https://www.floxant.de/reinigung-aufhausen,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-bad-abbach,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-bad-abbach,de-DE:https://www.floxant.de/reinigung-bad-abbach | x-default:https://www.floxant.de/reinigung-bad-abbach,0,1,0%,10,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-barbing,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-barbing,de-DE:https://www.floxant.de/reinigung-barbing | x-default:https://www.floxant.de/reinigung-barbing,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-beratzhausen,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-beratzhausen,de-DE:https://www.floxant.de/reinigung-beratzhausen | x-default:https://www.floxant.de/reinigung-beratzhausen,0,5,0%,11.8,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-bernhardswald,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-bernhardswald,de-DE:https://www.floxant.de/reinigung-bernhardswald | x-default:https://www.floxant.de/reinigung-bernhardswald,1,4,25%,4.25,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-brennberg,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-brennberg,de-DE:https://www.floxant.de/reinigung-brennberg | x-default:https://www.floxant.de/reinigung-brennberg,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-brunn,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-brunn,de-DE:https://www.floxant.de/reinigung-brunn | x-default:https://www.floxant.de/reinigung-brunn,0,1,0%,7,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-burglengenfeld,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-burglengenfeld,de-DE:https://www.floxant.de/reinigung-burglengenfeld | x-default:https://www.floxant.de/reinigung-burglengenfeld,0,0,0%,nicht verfügbar,nicht verfügbar,unverändert behalten
https://www.floxant.de/reinigung-deuerling,de,überregional,Service-/Informationsseite,Reinigung,commercial/transactional,200,index,https://www.floxant.de/reinigung-deuerling,de-DE:https://www.floxant.de/reinigung-deuerling | x-default:https://www.floxant.de/reinigung-deuerling,0,1,0%,4,nicht verfügbar,unverändert behalten
