"route","issue","matches","matchCount","sample","action"
"/clean-start","DUPLICATE_META_DESCRIPTION","/signature/clean-start","1","die clean start ceremony von floxant bereitet ihre neue wohnung auf einen bewussten einzug vor professionelle reinigung als grundlage fur einen neuanfang","MANUAL_REVIEW"
"/damen-team","DUPLICATE_META_DESCRIPTION","/signature/damen-team","1","floxant damen team bietet umzuge durch ausschliesslich weibliches personal diskret respektvoll und professionell fotos termin umfang und preisrahmen direkt senden und machbarkeit p","MANUAL_REVIEW"
"/entsorgung-duesseldorf","DUPLICATE_META_DESCRIPTION","/duesseldorf/entsorgung","1","entsorgung in dusseldorf fur mobel sperrmull haushaltsgegenstande keller und kleinere raumungen umfang zugang etage fotos termin und budget senden","MANUAL_REVIEW"
"/erinnerungskapsel","DUPLICATE_META_DESCRIPTION","/signature/erinnerungskapsel","1","die floxant erinnerungskapsel bewahrt einen moment ihres alten zuhauses fotos notizen und personliche gegenstande in einer versiegelten kapsel","MANUAL_REVIEW"
"/first-48h","DUPLICATE_META_DESCRIPTION","/signature/first-48h","1","das first 48h package von floxant versorgt sie in den ersten zwei tagen nach dem umzug mit allem notigen kein kartonsuchen kein stress","MANUAL_REVIEW"
"/kinder-umzugsbox","DUPLICATE_META_DESCRIPTION","/signature/kinder-umzugsbox","1","die floxant kinder umzugsbox macht den umzug fur kinder zum abenteuer beschaftigungsmaterial erklarbuch und personliche uberraschung","MANUAL_REVIEW"
"/lager-rotation","DUPLICATE_META_DESCRIPTION","/signature/lager-rotation","1","floxant lager rotation bietet sichere zwischenlagerung mit flexiblem zugriff ideal fur gestaffelte umzuge und renovierungen fotos termin umfang und preisrahmen direkt senden und ma","MANUAL_REVIEW"
"/moebel-optimierung","DUPLICATE_META_DESCRIPTION","/signature/moebel-optimierung","1","die floxant mobel optimierung hilft ihnen ihre einrichtung perfekt im neuen raum zu platzieren professionelle raumplanung inklusive fotos termin umfang und preisrahmen direkt sende","MANUAL_REVIEW"
"/new-neighbour-kit","DUPLICATE_META_DESCRIPTION","/signature/new-neighbour-kit","1","das new neighbour kit von floxant erleichtert ihnen das ankommen in der neuen nachbarschaft diskret charmant und durchdacht fotos termin umfang und preisrahmen direkt senden und ma","MANUAL_REVIEW"
"/reinigungsgarantie","DUPLICATE_META_DESCRIPTION","/signature/reinigungsgarantie","1","reinigung fur eine wohnungsubergabe anfragen floxant pruft flache zustand leistungsumfang fotos und termin vorab fotos termin umfang und preisrahmen direkt senden und machbarkeit p","MANUAL_REVIEW"
"/ritual-exit-box","DUPLICATE_META_DESCRIPTION","/signature/ritual-exit-box","1","die ritual exit box von floxant begleitet sie bei einem bewussten abschied ein personliches ritual fur den ubergang in ein neues kapitel","MANUAL_REVIEW"
"/vielleicht-box","DUPLICATE_META_DESCRIPTION","/signature/vielleicht-box","1","die floxant vielleicht box gibt ihnen zeit fur unklare entscheidungen behalten oder weggeben entscheiden sie spater fotos termin umfang und preisrahmen direkt senden und machbarkei","MANUAL_REVIEW"
"/ratgeber/checkliste-umzug","DUPLICATE_META_DESCRIPTION","/ratgeber/entruempelung-kosten-pro-m3|/ratgeber/gute-umzugsfirma-finden|/ratgeber/moebeltransport-sicher|/ratgeber/reinigung-nach-umzug|/ratgeber/umzug-anmelden-ummelden|/ratgeber/umzug-erste-wohnung|/ratgeber/umzug-im-winter|/ratgeber/umzug-kosten-rechner","14","professionelles umzugsunternehmen umzug entrumpelung und reinigung zum angebot nach prufung jetzt angebot anfragen fotos termin umfang und preisrahmen direkt senden und machbarkeit","MANUAL_REVIEW"
"/alternativen/reinigungsfirma-regensburg","DUPLICATE_META_DESCRIPTION","/alternativen/umzugsfirma-regensburg|/alternativen/umzugsunternehmen-regensburg","2","vergleichen sie anbieter in regensburg floxant setzt auf klare leistung nachvollziehbaren preisrahmen und saubere abstimmung regensburg service nach leistung objektart flache umfan","MANUAL_REVIEW"
"/24h-umzug-bayern","DUPLICATE_INTRO","/bueroumzug-abensberg|/bueroumzug-altdorf-bei-nuernberg|/bueroumzug-alteglofsheim|/bueroumzug-altenthann|/bueroumzug-amberg|/bueroumzug-ansbach|/bueroumzug-auerbach-in-der-oberpfalz|/bueroumzug-aufhausen","174","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt erst sauber einordnen dann passend anfragen so wird aus einem klick ein ruhiger n","MANUAL_REVIEW"
"/24h-umzugsservice","DUPLICATE_INTRO","/signature/24h-umzugsservice","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt wenn der termin drangt helfen vollstandige eckdaten wir prufen ob wunschtermin um","MANUAL_REVIEW"
"/404","DUPLICATE_INTRO","/_not-found","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt der link kann veraltet sein oder die leistung wurde neu eingeordnet sie konnen di","MANUAL_REVIEW"
"/beiladung-regensburg","DUPLICATE_INTRO","/bueroumzug-regensburg|/endreinigung-regensburg|/kleintransport-regensburg","3","regensburg steht fur reinigung im 50 km umkreis umzug entrumpelung haushaltsauflosung und ubergabe erst sauber einordnen dann passend anfragen so wird aus einem klick ein ruhiger n","MANUAL_REVIEW"
"/buerokratie-schutz","DUPLICATE_INTRO","/signature/buerokratie-schutz","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt behordengange und formalitaten gehoren zu jedem umzug wir nehmen ihnen diese last","MANUAL_REVIEW"
"/bueroumzug-bayern","DUPLICATE_INTRO","/umzug-bayern","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ihr verlassliches umzugsunternehmen fur bayern und bayern nach verfugbarkeit mit ","MANUAL_REVIEW"
"/clean-start","DUPLICATE_INTRO","/signature/clean-start","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt bevor sie ihre mobel einraumen bereiten wir ihren neuen raum vor physisch und atm","MANUAL_REVIEW"
"/damen-team","DUPLICATE_INTRO","/signature/damen-team","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt manche situationen erfordern besondere sensibilitat unser damen team bietet umzug","MANUAL_REVIEW"
"/entruempelung-abensberg","DUPLICATE_INTRO","/wohnungsaufloesung-abensberg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in abensberg wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-altdorf-bei-nuernberg","DUPLICATE_INTRO","/wohnungsaufloesung-altdorf-bei-nuernberg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in altdorf bei nurnberg wir raumen dis","MANUAL_REVIEW"
"/entruempelung-alteglofsheim","DUPLICATE_INTRO","/wohnungsaufloesung-alteglofsheim","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in alteglofsheim wir raumen diskret un","MANUAL_REVIEW"
"/entruempelung-altenthann","DUPLICATE_INTRO","/wohnungsaufloesung-altenthann","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in altenthann wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-amberg","DUPLICATE_INTRO","/wohnungsaufloesung-amberg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in amberg wir raumen diskret und besen","MANUAL_REVIEW"
"/entruempelung-ansbach","DUPLICATE_INTRO","/wohnungsaufloesung-ansbach","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in ansbach wir raumen diskret und bese","MANUAL_REVIEW"
"/entruempelung-auerbach-in-der-oberpfalz","DUPLICATE_INTRO","/wohnungsaufloesung-auerbach-in-der-oberpfalz","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in auerbach in der oberpfalz wir raume","MANUAL_REVIEW"
"/entruempelung-aufhausen","DUPLICATE_INTRO","/wohnungsaufloesung-aufhausen","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in aufhausen wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-augsburg","DUPLICATE_INTRO","/wohnungsaufloesung-augsburg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in augsburg wir raumen diskret und bes","MANUAL_REVIEW"
"/entruempelung-bad-abbach","DUPLICATE_INTRO","/wohnungsaufloesung-bad-abbach","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in bad abbach wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-bad-koetzting","DUPLICATE_INTRO","/wohnungsaufloesung-bad-koetzting","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in bad koetzting wir raumen diskret un","MANUAL_REVIEW"
"/entruempelung-bad-toelz","DUPLICATE_INTRO","/wohnungsaufloesung-bad-toelz","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in bad toelz wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-bamberg","DUPLICATE_INTRO","/wohnungsaufloesung-bamberg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in bamberg wir raumen diskret und bese","MANUAL_REVIEW"
"/entruempelung-barbing","DUPLICATE_INTRO","/wohnungsaufloesung-barbing","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in barbing wir raumen diskret und bese","MANUAL_REVIEW"
"/entruempelung-bayreuth","DUPLICATE_INTRO","/wohnungsaufloesung-bayreuth","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in bayreuth wir raumen diskret und bes","MANUAL_REVIEW"
"/entruempelung-beilngries","DUPLICATE_INTRO","/wohnungsaufloesung-beilngries","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in beilngries wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-beratzhausen","DUPLICATE_INTRO","/wohnungsaufloesung-beratzhausen","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in beratzhausen wir raumen diskret und","MANUAL_REVIEW"
"/entruempelung-berching","DUPLICATE_INTRO","/wohnungsaufloesung-berching","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in berching wir raumen diskret und bes","MANUAL_REVIEW"
"/entruempelung-bernhardswald","DUPLICATE_INTRO","/wohnungsaufloesung-bernhardswald","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in bernhardswald wir raumen diskret un","MANUAL_REVIEW"
"/entruempelung-bogen","DUPLICATE_INTRO","/wohnungsaufloesung-bogen","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in bogen wir raumen diskret und besenr","MANUAL_REVIEW"
"/entruempelung-brennberg","DUPLICATE_INTRO","/wohnungsaufloesung-brennberg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in brennberg wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-brunn","DUPLICATE_INTRO","/wohnungsaufloesung-brunn","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in brunn wir raumen diskret und besenr","MANUAL_REVIEW"
"/entruempelung-burglengenfeld","DUPLICATE_INTRO","/wohnungsaufloesung-burglengenfeld","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in burglengenfeld wir raumen diskret u","MANUAL_REVIEW"
"/entruempelung-cham","DUPLICATE_INTRO","/wohnungsaufloesung-cham","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in cham wir raumen diskret und besenre","MANUAL_REVIEW"
"/entruempelung-coburg","DUPLICATE_INTRO","/wohnungsaufloesung-coburg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in coburg wir raumen diskret und besen","MANUAL_REVIEW"
"/entruempelung-dachau","DUPLICATE_INTRO","/wohnungsaufloesung-dachau","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in dachau wir raumen diskret und besen","MANUAL_REVIEW"
"/entruempelung-deggendorf","DUPLICATE_INTRO","/wohnungsaufloesung-deggendorf","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in deggendorf wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-deuerling","DUPLICATE_INTRO","/wohnungsaufloesung-deuerling","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in deuerling wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-dietfurt","DUPLICATE_INTRO","/wohnungsaufloesung-dietfurt","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in dietfurt wir raumen diskret und bes","MANUAL_REVIEW"
"/entruempelung-dingolfing","DUPLICATE_INTRO","/wohnungsaufloesung-dingolfing","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in dingolfing wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-donaustauf","DUPLICATE_INTRO","/wohnungsaufloesung-donaustauf","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in donaustauf wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-duggendorf","DUPLICATE_INTRO","/wohnungsaufloesung-duggendorf","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in duggendorf wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-eggenfelden","DUPLICATE_INTRO","/wohnungsaufloesung-eggenfelden","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in eggenfelden wir raumen diskret und ","MANUAL_REVIEW"
"/entruempelung-eichstaett","DUPLICATE_INTRO","/wohnungsaufloesung-eichstaett","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in eichstaett wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-erding","DUPLICATE_INTRO","/wohnungsaufloesung-erding","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in erding wir raumen diskret und besen","MANUAL_REVIEW"
"/entruempelung-ergoldsbach","DUPLICATE_INTRO","/wohnungsaufloesung-ergoldsbach","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in ergoldsbach wir raumen diskret und ","MANUAL_REVIEW"
"/entruempelung-erlangen","DUPLICATE_INTRO","/wohnungsaufloesung-erlangen","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in erlangen wir raumen diskret und bes","MANUAL_REVIEW"
"/entruempelung-eschenbach-in-der-oberpfalz","DUPLICATE_INTRO","/wohnungsaufloesung-eschenbach-in-der-oberpfalz","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in eschenbach in der oberpfalz wir rau","MANUAL_REVIEW"
"/entruempelung-feucht","DUPLICATE_INTRO","/wohnungsaufloesung-feucht","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in feucht wir raumen diskret und besen","MANUAL_REVIEW"
"/entruempelung-forchheim","DUPLICATE_INTRO","/wohnungsaufloesung-forchheim","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in forchheim wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-freising","DUPLICATE_INTRO","/wohnungsaufloesung-freising","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in freising wir raumen diskret und bes","MANUAL_REVIEW"
"/entruempelung-freystadt","DUPLICATE_INTRO","/wohnungsaufloesung-freystadt","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in freystadt wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-freyung","DUPLICATE_INTRO","/wohnungsaufloesung-freyung","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in freyung wir raumen diskret und bese","MANUAL_REVIEW"
"/entruempelung-friedberg","DUPLICATE_INTRO","/wohnungsaufloesung-friedberg","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in friedberg wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-fuerstenfeldbruck","DUPLICATE_INTRO","/wohnungsaufloesung-fuerstenfeldbruck","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in fuerstenfeldbruck wir raumen diskre","MANUAL_REVIEW"
"/entruempelung-fuerth","DUPLICATE_INTRO","/wohnungsaufloesung-fuerth","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in furth wir raumen diskret und besenr","MANUAL_REVIEW"
"/entruempelung-furth-im-wald","DUPLICATE_INTRO","/wohnungsaufloesung-furth-im-wald","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in furth im wald wir raumen diskret un","MANUAL_REVIEW"
"/entruempelung-garching","DUPLICATE_INTRO","/wohnungsaufloesung-garching","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in garching wir raumen diskret und bes","MANUAL_REVIEW"
"/entruempelung-geiselhoering","DUPLICATE_INTRO","/wohnungsaufloesung-geiselhoering","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in geiselhoering wir raumen diskret un","MANUAL_REVIEW"
"/entruempelung-geisenfeld","DUPLICATE_INTRO","/wohnungsaufloesung-geisenfeld","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in geisenfeld wir raumen diskret und b","MANUAL_REVIEW"
"/entruempelung-germering","DUPLICATE_INTRO","/wohnungsaufloesung-germering","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in germering wir raumen diskret und be","MANUAL_REVIEW"
"/entruempelung-gersthofen","DUPLICATE_INTRO","/wohnungsaufloesung-gersthofen","1","floxant ordnet anfragen fur dusseldorf und regensburg nach ort service umfang und nachstem schritt ob wohnungsauflosung keller oder dachboden in gersthofen wir raumen diskret und b","MANUAL_REVIEW"
