aggregateType,sourceFile,sourceRow,pageUrl,path,clicks,impressions,ctrPercent,position,priority,classifications,cluster,service,city,relatedPrimaryRouteForReview,evidenceBoundary,recommendedAction
PAGE,Seiten.csv,30,https://www.floxant.de/reinigung-wernberg-koeblitz,/reinigung-wernberg-koeblitz,1,2,50,6,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,31,https://www.floxant.de/umzug-neustadt-an-der-donau,/umzug-neustadt-an-der-donau,1,2,50,6.5,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,32,https://www.floxant.de/ritual-exit-box,/ritual-exit-box,1,1,100,1,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,33,https://www.floxant.de/wohnungsaufloesung-postbauer-heng,/wohnungsaufloesung-postbauer-heng,1,1,100,2,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,34,https://www.floxant.de/klaviertransport-nittendorf,/klaviertransport-nittendorf,1,1,100,9,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,35,https://www.floxant.de/schluesseluebergabe,/schluesseluebergabe,1,1,100,9,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,36,https://www.floxant.de/seniorenumzug-viechtach,/seniorenumzug-viechtach,1,1,100,22,P3,NEW_OR_LOW_DATA,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
PAGE,Seiten.csv,37,https://www.floxant.de/duesseldorf/bueroreinigung,/duesseldorf/bueroreinigung,0,526,0,42.75,P1,HIGH_IMPRESSIONS_LOW_CTR|WEAK_SERVICE_PAGE,duesseldorf-office-cleaning,bueroreinigung,duesseldorf,/duesseldorf/bueroreinigung,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Title, Description und erste sichtbare Aussage kontrolliert prüfen; keine Query-zu-URL-Zuordnung behaupten."
PAGE,Seiten.csv,38,https://www.floxant.de/reinigungsfirma-angebot,/reinigungsfirma-angebot,0,494,0,45.39,P2,HIGH_IMPRESSIONS_LOW_CTR|WEAK_SERVICE_PAGE,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Title, Description und erste sichtbare Aussage kontrolliert prüfen; keine Query-zu-URL-Zuordnung behaupten."
PAGE,Seiten.csv,39,https://www.floxant.de/regensburg/umzug,/regensburg/umzug,0,260,0,58.43,P1,HIGH_IMPRESSIONS_LOW_CTR|WEAK_SERVICE_PAGE,regensburg-move,umzug,regensburg,/regensburg/umzug,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Title, Description und erste sichtbare Aussage kontrolliert prüfen; keine Query-zu-URL-Zuordnung behaupten."
PAGE,Seiten.csv,40,https://www.floxant.de/duesseldorf/gewerbereinigung,/duesseldorf/gewerbereinigung,0,156,0,42.87,P2,HIGH_IMPRESSIONS_LOW_CTR|WEAK_SERVICE_PAGE,duesseldorf-commercial-cleaning,gewerbereinigung,duesseldorf,/duesseldorf/gewerbereinigung,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Title, Description und erste sichtbare Aussage kontrolliert prüfen; keine Query-zu-URL-Zuordnung behaupten."
PAGE,Seiten.csv,41,https://www.floxant.de/seniorenumzug-bayern,/seniorenumzug-bayern,0,116,0,21.54,P3,HIGH_IMPRESSIONS_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Title, Description und erste sichtbare Aussage kontrolliert prüfen; keine Query-zu-URL-Zuordnung behaupten."
PAGE,Seiten.csv,42,https://www.floxant.de/leistungen,/leistungen,0,96,0,46.19,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,43,https://www.floxant.de/regensburg/reinigungsfirma,/regensburg/reinigungsfirma,0,94,0,40.65,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,44,https://www.floxant.de/seniorenumzug-erlangen,/seniorenumzug-erlangen,0,86,0,6.28,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,45,https://www.floxant.de/seniorenumzug-fuerth,/seniorenumzug-fuerth,0,84,0,7.07,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,46,https://www.floxant.de/angebot-vergleichen-duesseldorf,/angebot-vergleichen-duesseldorf,0,80,0,47.48,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,47,https://www.floxant.de/reinigung-muenchen,/reinigung-muenchen,0,78,0,52.6,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,48,https://www.floxant.de/seniorenumzug-nuernberg,/seniorenumzug-nuernberg,0,72,0,15.79,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,49,https://www.floxant.de/studentenumzug-erding,/studentenumzug-erding,0,71,0,16.59,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,50,https://www.floxant.de/duesseldorf/angebot-vergleichen,/duesseldorf/angebot-vergleichen,0,68,0,18.66,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,51,https://www.floxant.de/blog,/blog,0,65,0,45.29,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,52,https://www.floxant.de/ru/blog/wohnungsaufloesung-was-tun,/ru/blog/wohnungsaufloesung-was-tun,0,64,0,87.3,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,53,https://www.floxant.de/diskret-service,/diskret-service,0,61,0,7.51,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,54,https://www.floxant.de/angebot-guenstiger-pruefen,/angebot-guenstiger-pruefen,0,60,0,8.65,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,55,https://www.floxant.de/umzug-nuernberg,/umzug-nuernberg,0,59,0,64.19,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,56,https://www.floxant.de/region-duesseldorf,/region-duesseldorf,0,58,0,37.02,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,57,https://www.floxant.de/kontakt,/kontakt,0,57,0,24.16,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,58,https://www.floxant.de/umzug-vohenstrauss,/umzug-vohenstrauss,0,54,0,7.81,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,59,https://www.floxant.de/blog/praxisentruempelung-nuernberg-richtig-anfragen,/blog/praxisentruempelung-nuernberg-richtig-anfragen,0,54,0,33.98,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,60,https://www.floxant.de/buchung,/buchung,0,50,0,7.86,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,61,https://www.floxant.de/blog/wohnungsaufloesung-was-tun,/blog/wohnungsaufloesung-was-tun,0,50,0,26.76,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,62,https://www.floxant.de/leerfahrt-rueckfahrt,/leerfahrt-rueckfahrt,0,44,0,23.8,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,63,https://www.floxant.de/duesseldorf/geruchsneutralisation,/duesseldorf/geruchsneutralisation,0,42,0,3.19,P3,POSITION_1_TO_5_NO_CLICK,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
PAGE,Seiten.csv,64,https://www.floxant.de/duesseldorf/grundreinigung,/duesseldorf/grundreinigung,0,42,0,8.71,P1,PROTECT_WINNER|POSITION_6_TO_10_LOW_CTR,duesseldorf-deep-cleaning,grundreinigung,duesseldorf,/duesseldorf/grundreinigung,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Gewinner-Signale schützen; keine radikale URL-, Canonical- oder Inhaltsänderung."
PAGE,Seiten.csv,65,https://www.floxant.de/entruempelung-nuernberg,/entruempelung-nuernberg,0,41,0,74.05,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,66,https://www.floxant.de/regensburg/gewerbereinigung,/regensburg/gewerbereinigung,0,38,0,41.79,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,67,https://www.floxant.de/blog/umzug-im-alter-erlangen-bamberg-fuerth,/blog/umzug-im-alter-erlangen-bamberg-fuerth,0,34,0,12.85,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,68,https://www.floxant.de/landshut/umzug,/landshut/umzug,0,34,0,15.24,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,69,https://www.floxant.de/seniorenumzug-bamberg,/seniorenumzug-bamberg,0,32,0,7.5,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,70,https://www.floxant.de/studentenumzug-traunstein,/studentenumzug-traunstein,0,32,0,8.41,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,71,https://www.floxant.de/umzug-neustadt-an-der-waldnaab,/umzug-neustadt-an-der-waldnaab,0,30,0,4.73,P3,POSITION_1_TO_5_NO_CLICK,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
PAGE,Seiten.csv,72,https://www.floxant.de/reinigung,/reinigung,0,30,0,31.03,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,73,https://www.floxant.de/blog/grundreinigung-oder-unterhaltsreinigung-duesseldorf,/blog/grundreinigung-oder-unterhaltsreinigung-duesseldorf,0,29,0,24.38,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,74,https://www.floxant.de/blog/bauendreinigung-baufeinreinigung-unterschied-duesseldorf,/blog/bauendreinigung-baufeinreinigung-unterschied-duesseldorf,0,29,0,59.48,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,75,https://www.floxant.de/entsorgung-duesseldorf,/entsorgung-duesseldorf,0,28,0,10.21,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,76,https://www.floxant.de/blog/reinigungsfirma-düsseldorf-preise-kosten-angebot-prüfen,/blog/reinigungsfirma-d%C3%BCsseldorf-preise-kosten-angebot-pr%C3%BCfen,0,28,0,25.61,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,77,https://www.floxant.de/plan-b-service,/plan-b-service,0,27,0,7.37,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,78,https://www.floxant.de/duesseldorf/reinigungsfirma,/duesseldorf/reinigungsfirma,0,27,0,60.63,P2,LIKELY_CANNIBALIZATION|WEAK_SERVICE_PAGE|MANUAL_REVIEW,duesseldorf-cleaning-hub-variant,reinigung,duesseldorf,/duesseldorf/reinigung,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,"Historie, Canonical, Sitemap und interne Links manuell prüfen; keinen Redirect aus GSC-Aggregaten ableiten."
PAGE,Seiten.csv,79,https://www.floxant.de/entruempelung-landshut,/entruempelung-landshut,0,26,0,19.73,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,80,https://www.floxant.de/klaviertransport-nuernberg,/klaviertransport-nuernberg,0,24,0,12.83,P3,POSITION_11_TO_20,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
PAGE,Seiten.csv,81,https://www.floxant.de/umzug-muenchen-bogenhausen,/umzug-muenchen-bogenhausen,0,24,0,43.29,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
PAGE,Seiten.csv,82,https://www.floxant.de/angebotscheck,/angebotscheck,0,23,0,4.91,P3,POSITION_1_TO_5_NO_CLICK,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
PAGE,Seiten.csv,83,https://www.floxant.de/bueroumzug-rosenheim,/bueroumzug-rosenheim,0,20,0,6.7,P3,POSITION_6_TO_10_LOW_CTR,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
PAGE,Seiten.csv,84,https://www.floxant.de/entruempelung,/entruempelung,0,19,0,35.47,P3,MANUAL_REVIEW,unclassified,,,,Nur Seitenaggregat; keine Query-Zuordnung und keine Redirect-Ableitung.,Seite manuell prüfen.
